INTRACOMD0X91221       0113342913951     0327281910          0327281919          Mme LEVAN           idep                               
    2E000154000274      342913951     593FR 1100000000024AA  21133074900 0000000001                      ESESB18916114     122025       
    2E000154000275      342913951     593FR 1100000000240AA  21184248970 0000000004           0000000001 ESESB18916114     122025       
    2E000154000276      342913951     593FR 1100000000043AA  21133074900 0000000003           0000000001 ESESB18916114     122025       
    2E000154000277      342913951     593FR 1100000000086AA  21133074900 0000000007           0000000001 ESESB18916114     122025       
    2E000154000278      342913951     593FR 1100000000042AA  21133074900 0000000007           0000000001 ESESB18916114     122025       
    2E000154000279      342913951     593FR 1100000000042AA  21133074900 0000000007           0000000001 ESESB18916114     122025       
    2E000154000280      342913951     593FR 1100000000306AA  21184248970 0000000008           0000000001 ESESB18916114     122025       
    2E000154000281      342913951     593FR 1100000000047AA  21134025090 0000000004           0000000001 ESESB18916114     122025       
    2E000154000282      342913951     593FR 1100000000288AA  21133074900 0000000005           0000000008 BEBE0401241290    122025       
    2E000154000283      342913951     593FR 1100000000288AA  21133074900 0000000005           0000000008 BEBE0401241290    122025       
    2E000154000284      342913951     593FR 1100000000020AA  21133074900 0000000001                      BEBE0401241290    122025       
    2E000154000285      342913951     593FR 1100000000760AA  21134025090 0000000132           0000000040 BEBE0825596395    122025       
    2E000154000286      342913951     593FR 1100000000294AA  21134025090 0000000048           0000000020 BEBE0825596395    122025       
    2E000154000287      342913951     593FR 1100000000938AA  21133074900 0000000071           0000000010 DEDE146151251     122025       
    2E000154000288      342913951     593FR 1100000000478AA  21133074900 0000000027           0000000010 DEDE146151251     122025       
    2E000154000289      342913951     593FR 1100000000708AA  21133074900 0000000015           0000000024 EEEE100168185     122025       
    2E000154000290      342913951     593FR 1100000000211AA  21133074900 0000000014           0000000002 EEEE100168185     122025       
    2E000154000291      342913951     593FR 1100000000117AA  21133074900 0000000003           0000000002 EEEE100168185     122025       
    2E000154000292      342913951     593FR 1100000000531AA  21133074900 0000000011           0000000018 EEEE100168185     122025       
    2E000154000293      342913951     593FR 1100000000088AA  21133074900 0000000006           0000000001 EEEE100168185     122025       
    2E000154000294      342913951     593FR 1100000000088AA  21133074900 0000000006           0000000001 EEEE100168185     122025       
    2E000154000295      342913951     593FR 1100000000157AA  21133074900 0000000003           0000000004 EEEE100168185     122025       
    2E000154000296      342913951     593FR 1100000000088AA  21133074900 0000000006           0000000001 EEEE100168185     122025       
    2E000154000297      342913951     593FR 1100000000175AA  21133074900 0000000005           0000000003 EEEE100168185     122025       
    2E000154000298      342913951     593FR 1100000000177AA  21133074900 0000000004           0000000006 EEEE100168185     122025       
    2E000154000299      342913951     593FR 1100000000315AA  21133074900 0000000008           0000000002 EEEE100168185     122025       
    2E000154000300      342913951     593FR 1100000000315AA  21133074900 0000000008           0000000002 EEEE100168185     122025       
    2E000154000301      342913951     593FR 1100000000088AA  21133074900 0000000006           0000000001 EEEE100168185     122025       
    2E000154000302      342913951     593FR 1100000000065AA  21133074900 0000000004           0000000002 ITIT04095550283   122025       
    2E000154000303      342913951     593FR 1100000000168AA  21133074900 0000000013           0000000002 ITIT04095550283   122025       
    2E000154000304      342913951     593FR 1100000000096AA  21133074900 0000000002           0000000003 ITIT04095550283   122025       
    2E000154000305      342913951     593FR 1100000000032AA  21133074900 0000000001                      ITIT04095550283   122025       
    2E000154000306      342913951     593FR 1100000000160AA  21133074900 0000000003           0000000005 ITIT04095550283   122025       
    2E000154000307      342913951     593FR 1100000000116AA  21134025010 0000000060           0000000003 ITIT04095550283   122025       
    2E000154000308      342913951     593FR 1100000001261AA  21138089490 0000000216           0000000036 ITIT04095550283   122025       
    2E000154000309      342913951     593FR 1100000000098AA  21133074900 0000000005           0000000003 ITIT04095550283   122025       
    2E000154000310      342913951     593FR 1100000000098AA  21133074900 0000000005           0000000003 ITIT04095550283   122025       
    2E000154000311      342913951     593FR 1100000000360AA  21133074900 0000000027           0000000004 DEDE290913006     122025       
    2E000154000312      342913951     593FR 1100000000204AA  21133074900 0000000015           0000000010 DEDE290913006     122025       
    2E000154000313      342913951     593FR 1100000000281AA  21133074900 0000000020           0000000003 ITIT06227960017   122025       
    2E000154000314      342913951     593FR 1100000008971AA  21138089110 0000000487           0000000120 BEBE0722827271    122025       
    2E000154000315      342913951     593FR 1100000000475AA  21133074900 0000000013           0000000020 ESESB86708427     122025       
    2E000154000316      342913951     593FR 1100000000288AA  21133074900 0000000025           0000000004 ESESB86708427     122025       
    2E000154000317      342913951     593FR 1100000000072AA  21133074900 0000000006           0000000001 ESESB86708427     122025       
    2E000154000318      342913951     593FR 1100000000285AA  21134025010 0000000119           0000000006 BEBE0478173277    122025       
    2E000154000319      342913951     593FR 1100000000270AA  21133074900 0000000008           0000000002 LULU16025151      122025       
    2E000154000320      342913951     593FR 1100000000125AA  21133074900 0000000003           0000000005 LULU16025151      122025       
    2E000154000321      342913951     593FR 1100000000125AA  21133074900 0000000003           0000000005 LULU16025151      122025       
    2E000154000322      342913951     593FR 1100000000825AA  21134025090 0000000182           0000000055 LULU16025151      122025       
    2E000154000323      342913951     593FR 1100000000270AA  21139249000 0000000036           0000000020 PTPT514258306     122025       
    2E000154000324      342913951     593FR 1100000002607AA  21133074900 0000000376           0000000056 PTPT514258306     122025       
    2E000154000325      342913951     593FR 1100000000505AA  21134025090 0000000119           0000000036 BEBE0773376842    122025       
    2E000154000326      342913951     593FR 1100000000025AA  21134025090 0000000006                      BEBE0773376842    122025       
    2E000154000327      342913951     593FR 1100000000190AA  21134025090 0000000043           0000000018 BEBE0773376842    122025       
    2E000154000328      342913951     593FR 1100000000145AA  21138089110 0000000006           0000000002 BEBE0773376842    122025       
    2E000154000329      342913951     593FR 1100000000240AA  21185098000 0000000002           0000000004 ESES44455541Z     122025       
    2E000154000330      342913951     593FR 1100000000240AA  21185098000 0000000004           0000000002 ESES44455541Z     122025       
    2E000154000331      342913951     593FR 1100000000214AA  21133074900 0000000001                      ESES44455541Z     122025       
    2E000154000332      342913951     593FR 1100000000271AA  21133074900 0000000006           0000000001 ESES44455541Z     122025       
    2E000154000333      342913951     593FR 1100000000060AA  21133074900 0000000001                      ESES44455541Z     122025       
    2E000154000334      342913951     593FR 1100000000060AA  21133074900 0000000001                      ESES44455541Z     122025       
    2E000154000335      342913951     593FR 1100000000561AA  21133074900 0000000043           0000000006 ITIT06227960017   122025       
    2E000154000336      342913951     593FR 1100000000091AA  21133074900 0000000005           0000000002 ITIT06227960017   122025       
    2E000154000337      342913951     593FR 1100000000466AA  21134025010 0000000200           0000000010 ITIT06227960017   122025       
    2E000154000338      342913951     593FR 1100000000584AA  21184248970 0000000017           0000000003 ITIT00771530151   122025       
    2E000154000339      342913951     593FR 1100000001210AA  21133074900 0000000101           0000000015 ESESB18087270     122025       
    2E000154000340      342913951     593FR 1100000000488AA  21133074900 0000000021           0000000012 DEDE121856533     122025       
    2E000154000341      342913951     593FR 1100000000856AA  21133074900 0000000028           0000000016 DEDE121856533     122025       
    2E000154000342      342913951     593FR 1100000000397AA  21133074900 0000000018           0000000010 DEDE121856533     122025       
    2E000154000343      342913951     593FR 1100000000107AA  21133074900 0000000004           0000000001 DEDE121856533     122025       
    2E000154000344      342913951     593FR 1100000000214AA  21133074900 0000000008           0000000002 DEDE121856533     122025       
    2E000154000345      342913951     593FR 1100000000602AA  21184248970 0000000009           0000000002 DEDE121856533     122025       
    2E000154000346      342913951     593FR 1100000000198AA  21133074900 0000000009           0000000005 DEDE121856533     122025       
    2E000154000347      342913951     593FR 1100000002827AA  21184248970 0000000037           0000000010 DEDE149045059     122025       
    2E000154000348      342913951     593FR 1100000000048AA  21185061011 0000000005           0000000240 DEDE149045059     122025       
    2E000154000349      342913951     593FR 1100000001350AA  21133074900 0000000083           0000000030 DEDE149045059     122025       
    2E000154000350      342913951     593FR 1100000004146AA  21184248970 0000000041           0000000011 DEDE149045059     122025       
    2E000154000351      342913951     593FR 1100000000058AA  21185061011 0000000006           0000000288 DEDE149045059     122025       
    2E000154000352      342913951     593FR 1100000004525AA  21134025090 0000001134           0000000189 ESESB46331245     122025       
